ISIN;nom;ticker
ES0105704003;Virtualware 2007;MLVIR
ES0105708004;Astickso XXI Socimi;MLAST
ES0105719001;Nortem Chem;MLBIO
ES0105726006;Elix;MLERH
ES0105740007;Wellness;MLWRS
ES0105744009;Andino Inversiones Global;MLAIG
ES0105748000;Urcolesa;MLURC
ES0105807004;Genesis;MLGNS
ES0105851002;Student Property;MLSPI
FR0000030769;Placoplatre;MLPLC
FR0000031106;Troc Ile;MLTRO
FR0000031866;Tramways de Rouen;MLTRA
FR0000037871;Ch.Fer Departement;MLCFD
FR0000051302;Hoche Bains L.Bain;MLHBB
FR0000051567;Ch.Fer Var Gard N.;MLCVG
FR0000052755;Editions Du Signe;MLEDS
FR0000052920;Dynafond;MLDYN
FR0000053415;G.A.I.;MLGAI
FR0000053738;Hotelim;MLHOT
FR0000054371;Speed Rabbit Pizza;MLSRP
FR0000060428;Cie Du Mont Blanc;MLCMB
FR0000061376;Prop. Immeubles;MLPRI
FR0000061657;Mais.Antoine Baud;MLMAB
FR0000063976;Streit Mecanique;MLSTR
FR0000064735;Hydraulique PB;MLHYD
FR0000065773;Imprimerie Chirat;MLIMP
FR0000076960;Groupe Carnivor;MLGRC
FR0000077828;Consort Nt;MLCNT
FR0000077885;Damaris;MLDAM
FR0000077992;Pacte Novation;MLPAC
FR0000079691;Ids;MLIDS
FR0000185464;Novatech Ind.;MLNOV
FR0000185480;Phone Web;MLPHW
FR0004070795;Ardoin St Amand B;ARDO
FR0004152700;Odiot Holding;MLODT
FR0004155208;Locasystem Intl;MLLOI
FR0004174712;Onlineformapro;MLONL
FR0004998318;Courbet;MLCOU
FR0005057635;Ardoin St Amand A;MLARD
FR0005843125;Hydro-Exploit.;MLHYE
FR0006174496;Verney Carron;MLVER
FR0006205019;Lombard et Medot;MLCAC
FR0006226791;Hot.Majestic Canne;MLHMC
FR0006563904;Hotl.Immob.Nice;MLHIN
FR0006823092;Part.Indles Mini.;MLHOP
FR0006859039;Imm.Paris.Perle;MLIPP
FR0007200100;Eaux De Royan;MLEDR
FR0010035816;Corep Lighting;MLCOR
FR0010086371;Imalliance;MLIML
FR0010106039;Body One;MLONE
FR0010157115;Euroland Corporate;MLERO
FR0010312181;Hopening;MLHPE
FR0010328302;Made;MLMAD
FR0010439265;Eduniversal;MLEDU
FR0010447086;Cheops Technology;MLCHE
FR0010487272;Finaxo Environnement;MLFXO
FR0010492181;Metalliance;MLETA
FR0010500363;Miguet et Associes;MLNMA
FR0010529719;Groupe Plus-Values;MLPVG
FR0010536185;Eavs;MLEAV
FR0010679365;Silc;MLSIL
FR0010688465;Weaccess Group;MLWEA
FR0010768770;Weya;MLWEY
FR0010823724;France Tourisme;MLFTI
FR0010827741;Magillem Design Services;MLMGL
FR0010882886;Eduform'Action;MLEFA
FR0010959684;Colipays;MLCLP
FR0010972091;Scemi;MLCMI
FR0010979377;Activium Group;MLACT
FR0011076595;Televista;MLVST
FR0011092089;Maison Clio Blue;MLCLI
FR0011100759;Galeo;MLGAL
FR0011131788;Smalto;MLSML
FR0011158823;Infoclip;MLIFC
FR0011605617;Fonciere Vindi;MLVIN
FR0011776889;Umalis Group;MLUMG
FR0011908045;AG3I;MLAGI
FR0012300424;FD;MLFDV
FR0012336691;Home Concept France;MLHCF
FR0012968485;Ashler et Manson;MLAEM
FR0013155975;Savonnerie Nyons;MLSDN
FR0013222346;France Soir Groupe;MLFSG
FR0013230067;FNP Technologies;MLFNP
FR0013253812;Alveen;MLALV
FR0013310281;Octopus Biosafety;MLOCT
FR0013340973;Blue Shark Power System;MLBSP
FR0013371507;Coretech 5;MLCOT
FR0013406881;CMG CLEANTECH;MLCMG
FR00140007I9;Constructeurs du bois;MLLCB
FR0014003FN0;Integritas Viager;MLVIE
FR0014003I41;VERSITY;MLVSY
FR00140047H7;Wiziboat;MLWIZ
FR0014005WE9;Agence Auto;MLAA
FR001400LBS6;Smart Good Things;MLSGT
FR001400NQB6;macompta.fr;MLMCA
FR001400QW73;Imeon Energy;MLIME
FR001400UBS7;Bio Inox;MLNOX
GB00B8GJBS16;Sumo Resources;MLSUM
GB00BJ9M4V82;Ucapital Global Plc;MLALE
GRS528003007;The Azur Selection;MLAZR
HK0000038783;Easson Holdings;MLEAS
IT0004812258;AZ Leasing;MLAZL
IT0005072811;Vendor Real Estate Socimi;MLVRE
IT0005324105;Media Lab;MLLAB
IT0005336521;Italy Innovazioni;MLITN
IT0005391161;Innovative Rfk;MLIRF
IT0005454167;Glass to Power Class A;MLGLA
IT0005454175;Glass to Power Class B;MLGLB
LU0881232630;Dynex Energy;MLDYX
LU1840650458;Guandao Puer Inves;MLGDI
MC0010000826;Cfm Indosuez Wealth;MLCFM
NL0010273694;Amatheon Agri;MLAAH
NL0010623518;Sequa Petroleum;MLSEQ
NL0012650535;Parx Materials NV;MLPRX
NL0015001HZ9;Pet Servive Holding;MLPET
PTAZR0AM0006;Azorean Aquatic Technologies SA;MLAAT
PTGVE1AE0009;Gentlemen’s Equity SA;MLGEQ
ZM0000000037;ZCCM;MLZAM
